MSG,8,1,1,4CA73B,1,2024/05/12,20:13:08.614,2024/05/12,20:13:08.672,,,,,,,,,,,,0
MSG,1,1,1,4CA73B,1,2024/05/12,20:13:08.619,2024/05/12,20:13:08.674,RYR30QK ,,,,,,,,,,,0
MSG,8,1,1,4CA73B,1,2024/05/12,20:13:08.621,2024/05/12,20:13:08.675,,,,,,,,,,,,0
MSG,8,1,1,4CA73B,1,2024/05/12,20:13:08.628,2024/05/12,20:13:08.678,,,,,,,,,,,,0
MSG,8,1,1,4CA214,1,2024/05/12,20:13:08.633,2024/05/12,20:13:08.680,,,,,,,,,,,,0
MSG,8,1,1,4CA73B,1,2024/05/12,20:13:08.637,2024/05/12,20:13:08.682,,,,,,,,,,,,0
MSG,4,1,1,AAD981,1,2024/05/12,20:13:08.681,2024/05/12,20:13:08.730,,,515,99,,,0,,,,,0
MSG,2,1,1,4CAD7C,1,2024/05/12,20:13:08.685,2024/05/12,20:13:08.732,,,0,,51.84887,-8.49067,,,,,,-1
MSG,7,1,1,4CADE3,1,2024/05/12,20:13:08.697,2024/05/12,20:13:08.737,,37000,,,,,,,,,,
MSG,1,1,1,AAD981,1,2024/05/12,20:13:08.701,2024/05/12,20:13:08.739,AAL142  ,,,,,,,,,,,0
MSG,6,1,1,4CADE3,1,2024/05/12,20:13:08.752,2024/05/12,20:13:08.792,,,452,174,,,,5234,0,0,0,
MSG,8,1,1,4CADE3,1,2024/05/12,20:13:08.759,2024/05/12,20:13:08.794,,,,,,,,,,,,0
MSG,8,1,1,AAD981,1,2024/05/12,20:13:08.769,2024/05/12,20:13:08.798,,,,,,,,,,,,0
MSG,8,1,1,4CADE3,1,2024/05/12,20:13:08.772,2024/05/12,20:13:08.799,,,,,,,,,,,,0
MSG,8,1,1,AAD981,1,2024/05/12,20:13:08.785,2024/05/12,20:13:08.839,,,,,,,,,,,,0
MSG,4,1,1,4CA73B,1,2024/05/12,20:13:08.798,2024/05/12,20:13:08.843,,,469,174,,,-64,,,,,0
MSG,8,1,1,4CADE3,1,2024/05/12,20:13:08.800,2024/05/12,20:13:08.844,,,,,,,,,,,,0
MSG,4,1,1,39CF09,1,2024/05/12,20:13:08.807,2024/05/12,20:13:08.847,,,485,317,,,0,,,,,0
MSG,8,1,1,39CF09,1,2024/05/12,20:13:08.836,2024/05/12,20:13:08.891,,,,,,,,,,,,0
MSG,3,1,1,AAD981,1,2024/05/12,20:13:08.861,2024/05/12,20:13:08.901,,37000,,,51.33557,-8.14751,,,0,,0,0
MSG,8,1,1,4CA73B,1,2024/05/12,20:13:08.883,2024/05/12,20:13:08.909,,,,,,,,,,,,0
MSG,8,1,1,AAD981,1,2024/05/12,20:13:08.908,2024/05/12,20:13:08.953,,,,,,,,,,,,0
MSG,8,1,1,AAD981,1,2024/05/12,20:13:08.914,2024/05/12,20:13:08.955,,,,,,,,,,,,0
MSG,8,1,1,AAD981,1,2024/05/12,20:13:08.923,2024/05/12,20:13:08.958,,,,,,,,,,,,0
MSG,8,1,1,AAD981,1,2024/05/12,20:13:08.929,2024/05/12,20:13:08.960,,,,,,,,,,,,0
MSG,8,1,1,AAD981,1,2024/05/12,20:13:08.935,2024/05/12,20:13:08.963,,,,,,,,,,,,0
MSG,8,1,1,AAD981,1,2024/05/12,20:13:08.944,2024/05/12,20:13:09.000,,,,,,,,,,,,0
MSG,5,1,1,AAD981,1,2024/05/12,20:13:08.983,2024/05/12,20:13:09.016,,37000,,,,,,,0,,0,
MSG,3,1,1,4CA73B,1,2024/05/12,20:13:08.993,2024/05/12,20:13:09.019,,35000,,,50.31789,-8.28275,,,0,,0,0
MSG,8,1,1,AAD981,1,2024/05/12,20:13:09.066,2024/05/12,20:13:09.114,,,,,,,,,,,,0
MSG,3,1,1,4CA7B4,1,2024/05/12,20:13:09.084,2024/05/12,20:13:09.121,,6150,,,51.98838,-8.77227,,,0,,0,0
MSG,4,1,1,4CA7B4,1,2024/05/12,20:13:09.183,2024/05/12,20:13:09.226,,,258,21,,,-576,,,,,0
MSG,4,1,1,4CADE3,1,2024/05/12,20:13:09.189,2024/05/12,20:13:09.229,,,452,174,,,0,,,,,0
MSG,8,1,1,4CA214,1,2024/05/12,20:13:09.219,2024/05/12,20:13:09.274,,,,,,,,,,,,0
MSG,4,1,1,4CA214,1,2024/05/12,20:13:09.234,2024/05/12,20:13:09.280,,,406,292,,,-2944,,,,,0
MSG,4,1,1,AAD981,1,2024/05/12,20:13:09.236,2024/05/12,20:13:09.281,,,515,99,,,0,,,,,0
MSG,2,1,1,4CAD7C,1,2024/05/12,20:13:09.245,2024/05/12,20:13:09.284,,,0,,51.84887,-8.49067,,,,,,-1
MSG,4,1,1,4CA63B,1,2024/05/12,20:13:09.275,2024/05/12,20:13:09.329,,,435,188,,,0,,,,,0
MSG,3,1,1,4CA63B,1,2024/05/12,20:13:09.302,2024/05/12,20:13:09.339,,36025,,,50.22851,-8.66599,,,0,,0,0
MSG,3,1,1,4CADE3,1,2024/05/12,20:13:09.307,2024/05/12,20:13:09.341,,37000,,,50.52794,-5.97448,,,0,,0,0
MSG,8,1,1,4CA7B4,1,2024/05/12,20:13:09.313,2024/05/12,20:13:09.343,,,,,,,,,,,,0
